Size,Merge,Combine_Th5,Combine_Th10,Combine_Th20,Combine_Th30,Combine_Th50
91900,161,75,60,48,44,54
92000,160,72,59,49,45,54
92100,160,74,59,47,46,54
92200,161,73,58,48,48,55
92300,160,74,59,47,45,62
92400,166,75,60,47,44,54
92500,160,73,59,47,44,54
92600,157,74,58,47,44,53
92700,165,75,59,48,45,55
92800,159,74,67,49,46,55
92900,161,76,61,49,46,55
93000,162,77,63,49,52,56
93100,164,77,60,48,49,55
93200,196,78,61,49,46,58
93300,170,84,61,48,47,56
93400,173,89,77,57,54,64
93500,168,88,61,49,46,56
93600,166,78,65,50,46,59
93700,171,79,62,49,45,54
93800,164,98,68,49,51,77
93900,206,99,63,49,47,56
94000,162,79,62,49,52,57
94100,167,79,61,47,45,55
94200,159,77,59,47,45,54
94300,159,76,59,47,45,55
94400,160,79,59,47,45,55
94500,160,77,60,48,45,55
94600,165,77,59,48,45,55
94700,160,77,59,48,45,55
94800,160,77,59,48,45,55
94900,161,77,59,48,45,55
95000,160,77,59,48,46,55
95100,161,78,59,48,45,55
95200,161,78,59,48,45,55
95300,161,78,59,48,45,56
95400,162,78,60,48,46,56
95500,161,78,60,49,46,56
95600,162,81,60,48,50,56
95700,162,79,60,48,46,56
95800,162,79,60,48,46,56
95900,163,79,60,48,46,56
96000,162,79,60,48,46,56
96100,163,80,60,48,46,56
96200,163,80,60,49,46,56
96300,163,80,60,48,46,56
96400,163,80,60,49,46,56
96500,163,80,60,49,46,56
96600,163,80,60,48,46,57
96700,164,80,60,49,46,57
96800,164,81,60,49,46,57
96900,164,81,60,49,46,57
97000,165,81,60,49,47,57
97100,164,81,60,49,46,57
97200,164,81,60,49,47,57
97300,164,82,60,49,47,57
97400,165,82,60,49,47,57
97500,165,82,60,49,47,58
97600,165,82,60,49,47,58
97700,165,82,60,49,47,58
97800,166,82,60,49,47,58
97900,166,83,61,49,47,58
98000,166,83,61,49,47,58
98100,166,83,61,49,47,58
98200,169,83,61,49,47,58
98300,166,83,61,49,47,58
98400,166,83,61,49,47,58
98500,166,83,61,50,47,58
98600,167,83,61,50,48,58
98700,167,84,61,49,47,59
98800,167,84,61,49,47,59
98900,167,84,61,50,48,59
99000,167,84,61,50,48,59
99100,168,84,61,50,48,59
99200,168,84,61,50,48,59
99300,168,84,61,50,48,59
99400,179,84,61,50,48,59
99500,169,84,61,50,49,60
99600,169,84,61,50,48,60
99700,169,84,61,50,48,60
99800,169,84,61,50,48,60
99900,169,84,62,50,48,60
100000,170,84,62,50,48,60
