Size,Merge,Combine_Th5,Combine_Th10,Combine_Th20,Combine_Th30,Combine_Th50
92200,162,75,58,47,42,34
92300,160,74,59,46,39,39
92400,161,75,60,47,47,34
92500,158,75,60,46,38,33
92600,158,74,59,46,39,33
92700,169,76,59,46,39,34
92800,159,75,75,47,40,34
92900,163,77,62,48,40,35
93000,160,76,63,53,43,35
93100,166,77,60,46,41,36
93200,166,78,61,47,40,35
93300,189,79,61,47,40,35
93400,168,95,83,53,44,38
93500,193,80,61,48,40,35
93600,164,78,64,49,42,44
93700,210,80,61,47,39,34
93800,169,104,63,48,41,46
93900,222,89,68,48,40,35
94000,168,84,61,48,40,36
94100,166,78,63,46,39,34
94200,160,76,59,46,39,34
94300,160,77,59,46,39,34
94400,161,77,59,46,39,34
94500,160,77,59,46,39,34
94600,161,77,60,46,39,34
94700,161,77,59,46,39,34
94800,161,77,59,46,39,34
94900,161,78,59,46,39,34
95000,161,78,59,46,39,35
95100,162,78,59,47,39,34
95200,162,79,59,47,39,34
95300,162,79,59,47,39,34
95400,162,79,59,47,39,34
95500,162,79,61,60,39,34
95600,162,81,60,49,40,34
95700,163,80,60,47,39,34
95800,169,80,64,47,39,35
95900,163,80,61,47,39,34
96000,163,80,60,47,39,34
96100,163,80,60,47,39,34
96200,163,80,60,47,39,34
96300,164,81,60,47,39,35
96400,164,80,60,47,40,35
96500,169,80,60,47,40,35
96600,164,81,60,47,39,34
96700,164,81,60,47,39,35
96800,164,81,60,47,39,35
96900,164,81,60,47,39,35
97000,165,82,60,47,40,35
97100,165,82,60,47,40,35
97200,165,82,60,47,40,35
97300,165,82,60,47,40,35
97400,165,82,60,47,40,35
97500,165,83,60,47,40,35
97600,165,83,60,48,40,35
97700,166,83,61,48,40,35
97800,167,83,61,48,40,35
97900,167,83,61,48,40,35
98000,167,83,61,48,40,35
98100,167,85,61,48,40,35
98200,167,84,61,48,40,35
98300,167,84,61,48,40,35
98400,167,84,61,48,40,35
98500,167,84,61,51,40,35
98600,167,84,61,49,41,35
98700,167,84,61,48,40,35
98800,168,84,61,48,40,35
98900,168,84,61,48,40,35
99000,168,86,61,48,40,35
99100,168,84,61,48,40,35
99200,168,84,61,48,40,36
99300,169,84,61,48,41,36
99400,170,84,62,48,41,36
99500,171,84,61,48,41,36
99600,170,85,62,48,40,36
99700,171,85,62,48,41,36
99800,170,85,61,48,41,36
99900,170,85,61,48,41,36
100000,170,85,61,50,41,36
