Size,Merge,Combine_Th5,Combine_Th10,Combine_Th20,Combine_Th30,Combine_Th50
92900,175,91,74,66,58,60
93000,175,89,74,62,72,60
93100,177,98,74,61,57,60
93200,185,91,75,63,60,60
93300,176,118,80,62,60,60
93400,182,103,107,71,66,63
93500,180,118,75,63,58,60
93600,182,91,76,64,58,63
93700,179,94,85,63,56,58
93800,172,101,90,63,62,72
93900,210,119,82,66,62,60
94000,175,93,80,63,58,61
94100,182,96,73,61,56,58
94200,172,89,73,61,56,59
94300,178,89,72,61,56,58
94400,172,90,73,61,57,59
94500,173,90,73,61,56,59
94600,172,90,73,61,57,59
94700,173,90,73,61,57,59
94800,173,90,73,61,57,59
94900,173,91,73,61,57,59
95000,173,91,73,61,57,59
95100,173,91,73,61,57,59
95200,173,91,73,61,57,59
95300,174,91,73,62,57,59
95400,174,92,73,62,57,60
95500,174,92,73,64,60,60
95600,174,98,74,62,57,61
95700,176,93,73,62,57,60
95800,175,93,74,64,57,60
95900,178,93,74,65,57,60
96000,175,93,74,62,57,60
96100,175,93,74,62,58,60
96200,176,93,74,62,58,60
96300,176,94,74,62,58,60
96400,176,94,75,62,58,60
96500,176,94,74,62,58,60
96600,176,94,74,62,58,61
96700,176,94,74,62,58,61
96800,177,95,74,62,58,61
96900,177,94,74,62,58,61
97000,178,95,74,63,58,61
97100,177,95,74,63,58,61
97200,177,95,74,63,58,61
97300,177,96,74,63,58,61
97400,178,96,74,63,58,61
97500,178,96,74,63,59,61
97600,178,96,74,63,59,66
97700,178,96,75,63,59,61
97800,179,96,75,63,59,62
97900,179,97,75,63,59,62
98000,179,97,75,63,59,62
98100,179,97,75,63,59,62
98200,180,97,75,63,59,62
98300,179,97,75,64,59,62
98400,179,98,75,63,59,62
98500,180,97,75,64,59,62
98600,180,97,75,64,60,62
98700,180,97,75,64,59,62
98800,180,98,75,64,59,62
98900,180,97,76,64,59,62
99000,181,98,76,64,59,62
99100,181,98,75,64,60,62
99200,181,98,75,64,60,63
99300,181,98,76,64,60,63
99400,182,99,76,65,60,63
99500,183,99,76,65,60,63
99600,183,99,76,65,60,63
99700,183,100,76,65,61,63
99800,186,98,76,64,60,63
99900,183,98,76,64,60,63
100000,183,98,76,64,60,63
